Word,genre,nombre,nblettres,nbsyll
invitées,f,p,8,3
invitées,f,p,8,3
invitées,f,p,8,3
invocation,f,s,10,4
invocations,f,p,11,4
involution,f,s,10,4
invoquée,f,s,8,3
invoquées,f,p,9,3
invraisemblance,f,s,15,4
invraisemblances,f,p,16,4
invulnérabilité,f,s,15,7
invérifiables,f,p,13,4
invétérée,f,s,9,4
invétérée,f,s,9,4
invétérées,f,p,10,4
inéchangeable,f,s,13,4
inécoutée,f,s,9,4
inédite,f,s,7,3
inédites,f,p,8,3
inégalables,f,p,11,4
inégale,f,s,7,3
inégales,f,p,8,3
inégalité,f,s,9,5
inégalités,f,p,10,5
inégalée,f,s,8,4
inégalée,f,s,8,4
inégalées,f,p,9,4
inéligibilité,f,s,13,7
inéluctabilité,f,s,14,7
inélégance,f,s,10,4
inélégantes,f,p,11,4
inépuisées,f,p,10,4
inévitabilité,f,s,13,7
iodée,f,s,5,2
iodée,f,s,5,2
ionienne,f,s,8,2
ioniennes,f,,9,2
ionisante,f,s,9,3
ionisation,f,s,10,4
ionisée,f,s,7,3
ionosphère,f,s,10,3
ipomée,f,s,6,3
ira,f,s,3,2
irakienne,f,s,9,3
iranienne,f,s,9,3
iranienne,f,s,9,3
iraniennes,f,p,10,3
iraniennes,f,p,10,3
iraquienne,f,s,10,4
ire,f,s,3,1
ires,f,p,4,1
iridescence,f,s,11,4
iridescentes,f,p,12,4
iridologie,f,s,10,5
irisation,f,s,9,4
irisations,f,p,10,4
irisée,f,s,6,3
irisée,f,s,6,3
irisées,f,p,7,3
irisées,f,p,7,3
irlandaise,f,s,10,3
irlandaise,f,s,10,3
irlandaises,f,p,11,3
irlandaises,f,p,11,3
ironie,f,s,6,3
ironies,f,p,7,3
iroquoise,f,s,9,3
irradiante,f,s,10,3
irradiantes,f,p,11,3
irradiation,f,s,11,4
irradiations,f,p,12,4
irradiée,f,s,8,3
irradiées,f,p,9,3
irraisonnée,f,s,11,4
irrationalité,f,s,13,6
irrationnelle,f,s,13,4
irrationnelles,f,p,14,4
irrecevabilité,f,s,14,7
irrespectueuse,f,s,14,4
irrespectueuses,f,p,15,4
irrespirables,f,p,13,4
irresponsabilité,f,s,16,7
irrigation,f,s,10,4
irriguée,f,s,8,3
irriguées,f,p,9,3
irritabilité,f,s,12,6
irritables,f,p,10,3
irritante,f,s,9,3
irritantes,f,p,10,3
irritation,f,s,10,4
irritations,f,p,11,4
irritée,f,s,7,3
irritées,f,p,8,3
irroration,f,s,10,4
irruption,f,s,9,3
irruptions,f,p,10,3
irréalité,f,s,9,5
irréconciliables,f,p,16,5
irréelle,f,s,8,3
irréelles,f,p,9,3
irréfléchie,f,s,11,4
irrégularité,f,s,12,6
irrégularités,f,p,13,6
irrégulière,f,s,11,4
irrégulière,f,s,11,4
irrégulières,f,p,12,4
irréligieuse,f,s,12,4
irréligiosité,f,s,13,6
irrésolue,f,s,9,4
irrésolues,f,p,10,4
irrésolution,f,s,12,5
irréversibilité,f,s,15,7
irrévocabilité,f,s,14,7
irrévérence,f,s,11,4
irrévérencieuse,f,s,15,5
irrévérencieuses,f,p,16,5
isba,f,s,4,2
isbas,f,p,5,2
ischémie,f,s,8,3
islamisée,f,s,9,4
islamisées,f,p,10,4
islandaise,f,s,10,3
isolante,f,s,8,3
isolation,f,s,9,4
isolationniste,f,s,14,5
isolations,f,p,10,4
isolée,f,s,6,3
isolée,f,s,6,3
isolées,f,p,7,3
isolées,f,p,7,3
isomère,f,s,7,3
isométrique,f,s,11,4
isothermique,f,s,12,4
isotonique,f,s,10,4
isotopique,f,s,10,4
israélienne,f,s,11,4
israélienne,f,s,11,4
israéliennes,f,p,12,4
israéliennes,f,p,12,4
israélo-arabe,f,s,13,6
israélo-syrienne,f,s,16,6
issue,f,s,5,2
issue,f,s,5,2
issues,f,p,6,2
issues,f,p,6,2
isthmique,f,s,9,2
italienne,f,s,9,3
italienne,f,s,9,3
italiennes,f,p,10,3
italiennes,f,p,10,3
italiques,f,p,9,3
italo-allemande,f,s,15,6
italo-allemandes,f,p,16,6
italo-américaine,f,s,16,7
italo-françaises,f,p,16,5
itinérante,f,s,10,4
itinérantes,f,p,11,4
ive,f,s,3,1
ives,f,p,4,1
ivoirienne,f,s,10,3
ivoirine,f,s,8,3
ivoirines,f,p,9,3
ivraie,f,s,6,2
ivresse,f,s,7,2
ivresses,f,p,8,2
ivrognerie,f,s,10,4
ivrognesse,f,s,10,3
ixième,f,s,6,2
jacassante,f,s,10,3
jacassantes,f,p,11,3
jacasse,f,s,7,2
jacasserie,f,s,10,4
jacasseries,f,p,11,4
jacasses,f,p,8,2
jacasseuse,f,s,10,3
jacassière,f,s,10,3
jachère,f,s,7,2
jachères,f,p,8,2
jacinthe,f,s,8,2
jacinthes,f,p,9,2
jacket,f,s,6,2
jackets,f,p,7,2
jacobine,f,s,8,3
jacobites,f,p,9,3
jacobées,f,p,8,3
jacqueline,f,s,10,3
jacqueries,f,p,10,3
jactance,f,s,8,2
jaculatoire,f,s,11,4
jaffe,f,s,5,1
jaillie,f,s,7,2
jaillies,f,p,8,2
jaillissante,f,s,12,3
jaillissantes,f,p,13,3
jalonnée,f,s,8,3
jalonnée,f,s,8,3
jalouse,f,s,7,2
jalouse,f,s,7,2
jalouses,f,p,8,2
jalouses,f,p,8,2
jalousie,f,s,8,3
jalousies,f,p,9,3
jalousée,f,s,8,3
jam,f,s,3,1
jam-session,f,s,11,3
jam-sessions,f,p,12,3
jamaïcaine,f,s,10,4
jamaïcaine,f,s,10,4
jambe,f,s,5,1
jambes,f,,6,1
jambière,f,s,8,2
jambières,f,p,9,2
jambières,f,p,9,2
jante,f,s,5,1
jantes,f,p,6,1
japonaise,f,s,9,3
japonaise,f,s,9,3
japonaiserie,f,s,12,5
japonaises,f,p,10,3
japonaises,f,p,10,3
japonerie,f,s,9,4
japoneries,f,p,10,4
jaquette,f,s,8,2
jaquettes,f,p,9,2
jardinerie,f,s,10,4
jardinière,f,s,10,3
jardinières,f,p,11,3
jarre,f,s,5,1
jarres,f,p,6,1
jarretelle,f,s,10,3
jarretelles,f,p,11,3
jarretière,f,s,10,3
jarretières,f,p,11,3
jaspées,f,p,7,2
jatte,f,s,5,1
jattes,f,p,6,1
jauge,f,s,5,1
jauges,f,p,6,1
jaugée,f,s,6,2
jaunasses,f,p,9,2
jaunie,f,s,6,2
jaunie,f,s,6,2
jaunies,f,p,7,2
jaunies,f,p,7,2
jaunissante,f,s,11,3
jaunissantes,f,p,12,3
jaunisse,f,s,8,2
jaunisses,f,p,9,2
java,f,s,4,2
javanaise,f,s,9,3
javanaises,f,p,10,3
javas,f,p,5,2
javel,f,s,5,2
javeline,f,s,8,3
javelle,f,s,7,2
javelles,f,p,8,2
javellisée,f,s,10,4
javellisées,f,p,11,4
javotte,f,s,7,2
jazzy,f,,5,2
je,f,s,2,1
je-m'en-fichiste,f,s,16,4
jeanneton,f,s,9,3
jeannette,f,s,9,2
jeannettes,f,p,10,2
jeep,f,s,4,1
jeeps,f,p,5,1
jellaba,f,s,7,3
jenny,f,s,5,2
jet society,f,s,11,4
jeteuse,f,s,7,2
jeteuses,f,p,8,2
jetée,f,s,5,2
jetée,f,s,5,2
jetée,f,s,5,2
jetées,f,p,6,2
jetées,f,p,6,2
jetées,f,p,6,2
jeunesse,f,s,8,2
jeunesses,f,p,9,2
jeunette,f,s,8,2
jeunette,f,s,8,2
jeunettes,f,p,9,2
jeunettes,f,p,9,2
joaillerie,f,s,10,4
jobardes,f,p,8,2
jobardise,f,s,9,3
joggeuse,f,s,8,2
joie,f,s,4,1
joies,f,p,5,1
joint-venture,f,s,13,3
jointe,f,s,6,1
jointes,f,p,7,1
jointives,f,p,9,2
jointure,f,s,8,2
jointures,f,p,9,2
jointée,f,s,7,2
jolie,f,s,5,2
jolies,f,p,6,2
joliesse,f,s,8,2
joliesses,f,p,9,2
joliette,f,s,8,2
joncaille,f,s,9,2
jonchaie,f,s,8,2
jonchaies,f,p,9,2
joncheraies,f,p,11,3
jonchère,f,s,8,2
jonchée,f,s,7,2
jonchée,f,s,7,2
jonchée,f,s,7,2
jonchées,f,p,8,2
jonchées,f,p,8,2
jonchées,f,p,8,2
jonction,f,s,8,2
jonctions,f,p,9,2
jonglerie,f,s,9,3
jongleries,f,p,10,3
jongleuse,f,s,9,2
jongleuses,f,p,10,2
jonque,f,s,6,1
jonques,f,p,7,1
jonquille,f,s,9,2
jonquilles,f,p,10,2
jordanienne,f,s,11,3
jordanienne,f,s,11,3
jordanienne,f,s,11,3
joubarbe,f,s,8,2
joue,f,s,4,1
joues,f,p,5,1
joueuse,f,s,7,1
joueuse,f,s,7,1
joueuses,f,p,8,1
joueuses,f,p,8,1
joufflue,f,s,8,2
joufflues,f,p,9,2
jouissance,f,s,10,2
jouissances,f,p,11,2
jouisseuse,f,s,10,2
jouisseuse,f,s,10,2
jouissive,f,s,9,2
jouissives,f,p,10,2
journaleuse,f,s,11,3
journalière,f,s,11,3
journalières,f,p,12,3
journalières,f,p,12,3
journée,f,s,7,2
journées,f,p,8,2
joute,f,s,5,1
joutes,f,p,6,1
jouteuse,f,s,8,2
jouvence,f,s,8,2
jouvencelle,f,s,11,3
jouvencelles,f,p,12,3
jouée,f,s,5,1
jouée,f,s,5,1
jouées,f,p,6,1
jouées,f,p,6,1
jouées,f,p,6,1
joviale,f,s,7,2
joviales,f,p,8,2
jovialité,f,s,9,4
joyciennes,f,p,10,2
joyeuse,f,s,7,2
joyeuses,f,p,8,2
joyeuseté,f,s,9,4
joyeusetés,f,p,10,4
jubilante,f,s,9,3
jubilantes,f,p,10,3
jubilation,f,s,10,4
jubilations,f,p,11,4
jubilée,f,s,7,3
juchée,f,s,6,2
juchée,f,s,6,2
juchée,f,s,6,2
juchées,f,p,7,2
judaïcité,f,s,9,5
judaïque,f,s,8,3
judaïsées,f,p,9,4
judaïté,f,s,7,4
judicieuse,f,s,10,3
judicieuses,f,p,11,3
judéenne,f,s,8,3
judéité,f,s,7,4
judéo-chrétienne,f,s,16,5
judéo-chrétiennes,f,p,17,5
jugeote,f,s,7,2
jugulaire,f,s,9,3
jugulaire,f,s,9,3
jugulaires,f,p,10,3
jugulaires,f,p,10,3
jugulée,f,s,7,3
jugée,f,s,5,2
jugées,f,p,6,2
juive,f,s,5,1
juive,f,s,5,1
juiverie,f,s,8,3
juiveries,f,p,9,3
juives,f,p,6,1
juives,f,p,6,1
julienne,f,s,8,2
julienne,f,s,8,2
juliennes,f,p,9,2
juliennes,f,p,9,2
jumelle,f,s,7,2
jumelle,f,s,7,2
jumelles,f,p,8,2
jumelles,f,p,8,2
jumelée,f,s,7,3
jumelée,f,s,7,3
jumelées,f,p,8,3
jumelées,f,p,8,3
jument,f,s,6,2
jumenterie,f,s,10,4
juments,f,p,7,2
jungle,f,s,6,1
jungles,f,p,7,1
junte,f,s,5,1
jupe,f,s,4,1
jupe-culotte,f,s,12,3
jupes,f,p,5,1
jupette,f,s,7,2
jupettes,f,p,8,2
jupitérienne,f,s,12,4
juponnée,f,s,8,3
jupée,f,s,5,2
jupées,f,p,6,2
jurassiques,f,p,11,3
juridiction,f,s,11,4
juridictionnelle,f,s,16,5
juridictions,f,p,12,4
jurisprudence,f,s,13,4
jurée,f,s,5,2
jurée,f,s,5,2
jurée,f,s,5,2
jurées,f,p,6,2
jurées,f,p,6,2
jusquiame,f,s,9,2
justesse,f,s,8,2
justices,f,p,8,2
justicière,f,s,10,3
justifiables,f,p,12,3
justification,f,s,13,5
justifications,f,p,14,5
justificative,f,s,13,5
justificatives,f,p,14,5
justifiée,f,s,9,3
justifiées,f,p,10,3
juteuse,f,s,7,2
juteuses,f,p,8,2
juvénilité,f,s,10,5
juxtaposition,f,s,13,5
juxtapositions,f,p,14,5
juxtaposées,f,p,11,4
juxtaposées,f,p,11,4
jéjunale,f,s,8,3
jérémiade,f,s,9,3
jérémiades,f,p,10,3
jésuitière,f,s,10,3
kabarde,f,s,7,2
kabbale,f,s,7,2
kacha,f,s,5,2
kalachnikovs,f,p,12,4
kaliémie,f,s,8,3
kasbah,f,,6,2
katiba,f,s,6,3
keblas,f,p,6,2
kekchose,f,s,8,2
kermesse,f,s,8,2
kermesses,f,p,9,2
kerrie,f,s,6,2
keuf,f,s,4,1
keufs,f,p,5,1
khmère,f,s,6,1
khâgne,f,s,6,1
khâgnes,f,p,7,1
kidnappée,f,s,9,3
kidnappées,f,p,10,3
kierkegaardienne,f,s,16,5
kilométriques,f,p,13,4
kinase,f,s,6,2
kinesthésie,f,s,11,4
kinésiques,f,p,10,3
kinésithérapie,f,s,14,6
kipa,f,s,4,2
kippa,f,s,5,2
kirghizes,f,p,9,2
kitch,f,s,5,1
kitchenette,f,s,11,3
kiva,f,s,4,2
kleptomanie,f,s,11,4
kolkhozienne,f,s,12,3
kolkhoziennes,f,p,13,3
kommandantur,f,s,12,4
kora,f,s,4,2
korè,f,s,4,2
koré,f,s,4,2
kula,f,s,4,2
kyrielle,f,s,8,2
kyrielles,f,p,9,2
kystique,f,s,8,2
kératinisée,f,s,11,5
kératoplastie,f,s,13,5
kératose,f,s,8,3
l'une,f,,5,1
l-dopa,f,s,6,3
la,f,s,2,1
la,f,s,2,1
la-la-la,f,s,8,3
labiale,f,s,7,2
labiales,f,p,8,2
laborantine,f,s,11,4
laborieuse,f,s,10,3
laborieuses,f,p,11,3
labourée,f,s,8,3
labourées,f,p,9,3
lacrymale,f,s,9,3
lacrymales,f,p,10,3
lactation,f,s,9,3
lactescente,f,s,11,3
lactifère,f,s,9,3
lactée,f,s,6,2
lacune,f,s,6,2
lacunes,f,p,7,2
lacée,f,s,5,2
lacées,f,p,6,2
lacération,f,s,10,4
lacérations,f,p,11,4
lacérée,f,s,7,3
lacérée,f,s,7,3
lacérées,f,p,8,3
lacérées,f,p,8,3
ladies,f,p,6,2
ladite,f,s,6,2
ladrerie,f,s,8,3
ladreries,f,p,9,3
lady,f,s,4,2
ladys,f,p,5,2
lagune,f,s,6,2
lagunes,f,p,7,2
laide,f,s,5,1
laide,f,s,5,1
laides,f,p,6,1
laides,f,p,6,1
laideur,f,s,7,2
laideurs,f,p,8,2
laie,f,s,4,1
laie,f,s,4,1
laies,f,p,5,1
laies,f,p,5,1
laine,f,s,5,1
laines,f,p,6,1
laineuse,f,s,8,2
laineuses,f,p,9,2
laineuses,f,p,9,2
lainière,f,s,8,2
lainière,f,s,8,2
laisse,f,s,6,1
laisse-la-moi,f,s,13,3
laisses,f,p,7,1
laissée,f,s,7,2
laissées,f,p,8,2
laissées,f,p,8,2
laitance,f,s,8,2
laitances,f,p,9,2
laiterie,f,s,8,3
laiteries,f,p,9,3
laites,f,p,6,1
laiteuse,f,s,8,2
laiteuses,f,p,9,2
laitière,f,s,8,2
laitière,f,s,8,2
laitières,f,p,9,2
laitières,f,p,9,2
laitue,f,s,6,2
laitues,f,p,7,2
laizes,f,p,6,1
lamartiniennes,f,p,14,4
lambada,f,s,7,3
lambine,f,s,7,2
lambrissée,f,s,10,3
lambrissée,f,s,10,3
lambrissées,f,p,11,3
lambrissées,f,p,11,3
lambrusques,f,p,11,2
lame,f,s,4,1
lamedé,f,s,6,3
lamedés,f,p,7,3
lamelle,f,s,7,2
lamelles,f,p,8,2
lamentation,f,s,11,4
lamentations,f,p,12,4
lames,f,p,5,1
lamie,f,s,5,2
laminaire,f,s,9,3
laminaires,f,p,10,3
laminectomie,f,s,12,5
laminée,f,s,7,3
laminées,f,p,8,3
lampe,f,s,5,1
lampe-phare,f,s,11,2
lampe-tempête,f,s,13,3
lampes,f,p,6,1
lampes-tempête,f,p,14,3
lampisterie,f,s,11,4
lampisteries,f,p,12,4
lamproie,f,s,8,2
lamproies,f,p,9,2
lampée,f,s,6,2
lampée,f,s,6,2
lampées,f,p,7,2
lamée,f,s,5,2
lamées,f,p,6,2
lance,f,s,5,1
lance,f,s,5,1
lances,f,p,6,1
lances,f,p,6,1
lancette,f,s,8,2
lanceuse,f,s,8,2
lancinance,f,s,10,3
lancinante,f,s,10,3
lancinantes,f,p,11,3
lancée,f,s,6,2
lancée,f,s,6,2
lancées,f,p,7,2
lancées,f,p,7,2
landaise,f,s,8,2
landaise,f,s,8,2
landaises,f,p,9,2
landaises,f,p,9,2
lande,f,s,5,1
landes,f,p,6,1
landwehr,f,s,8,2
langoureuse,f,s,11,3
langoureuses,f,p,12,3
langouste,f,s,9,2
langoustes,f,p,10,2
langoustine,f,s,11,3
langoustines,f,p,12,3
langue,f,s,6,1
langues,f,p,7,1
languette,f,s,9,2
languettes,f,p,10,2
langueur,f,s,8,2
langueurs,f,p,9,2
languissante,f,s,12,3
languissantes,f,p,13,3
langée,f,s,6,2
lanière,f,s,7,2
lanières,f,p,8,2
lanoline,f,s,8,3
lansquine,f,s,9,2
lanterne,f,s,8,2
lanterne-tempête,f,s,16,4
lanternes,f,p,9,2
laotienne,f,s,9,3
lapalissade,f,s,11,4
laparoscopie,f,s,12,5
laparotomie,f,s,11,5
lapidation,f,s,10,4
lapidations,f,p,11,4
lapidification,f,s,14,6
lapidée,f,s,7,3
lapine,f,s,6,2
lapines,f,p,7,2
lapinière,f,s,9,3
lapone,f,s,6,2
lapones,f,p,7,2
laponne,f,s,7,2
laponne,f,s,7,2
lapées,f,p,6,2
laque,f,s,5,1
laquelle,f,s,8,2
laques,f,p,6,1
laquée,f,s,6,2
laquée,f,s,6,2
laquées,f,p,7,2
laquées,f,p,7,2
larbineries,f,p,11,4
lardée,f,s,6,2
lardées,f,p,7,2
largable,f,s,8,2
largesse,f,s,8,2
largesses,f,p,9,2
largeur,f,s,7,2
largeurs,f,p,8,2
larguée,f,s,7,2
larguée,f,s,7,2
larguées,f,p,8,2
larguées,f,p,8,2
larme,f,s,5,1
larmes,f,p,6,1
larmichette,f,s,11,3
larmichettes,f,p,12,3
larmoyante,f,s,10,3
larmoyantes,f,p,11,3
larve,f,s,5,1
larves,f,p,6,1
larvée,f,s,6,2
larvées,f,p,7,2
laryngite,f,s,9,3
laryngologique,f,s,14,5
laryngoscopie,f,s,13,5
laryngée,f,s,8,3
lasagne,f,s,7,2
lasagnes,f,p,8,2
lascive,f,s,7,2
lascives,f,p,8,2
lascivité,f,s,9,4
lascivités,f,p,10,4
lassante,f,s,8,2
lassantes,f,p,9,2
lasse,f,s,5,1
lasses,f,p,6,1
lassitude,f,s,9,3
lassitudes,f,p,10,3
lassée,f,s,6,2
lassées,f,p,7,2
lasure,f,s,6,2
latence,f,s,7,2
latences,f,p,8,2
latente,f,s,7,2
latentes,f,p,8,2
latine,f,s,6,2
latine,f,s,6,2
latines,f,p,7,2
latines,f,p,7,2
latinisée,f,s,9,4
latinité,f,s,8,4
latinités,f,p,9,4
latino-américaine,f,s,17,7
latitude,f,s,8,3
latitudes,f,p,9,3
latrine,f,s,7,2
latrines,f,p,8,2
latte,f,s,5,1
lattes,f,p,6,1
latérale,f,s,8,3
latérales,f,p,9,3
latéralisée,f,s,11,5
latéralité,f,s,10,5
latérite,f,s,8,3
laudative,f,s,9,3
laudes,f,p,6,1
lauréate,f,s,8,3
lausannoises,f,p,12,3
lauzes,f,p,6,1
lavallière,f,s,10,3
lavallières,f,p,11,3
lavande,f,s,7,2
lavandes,f,p,8,2
lavandière,f,s,10,3
lavandières,f,p,11,3
lavasse,f,s,7,2
lave,f,s,4,1
laverie,f,s,7,3
laveries,f,p,8,3
laves,f,p,5,1
lavette,f,s,7,2
lavettes,f,p,8,2
laveuse,f,s,7,2
laveuses,f,p,8,2
lavure,f,s,6,2
lavures,f,p,7,2
lavée,f,s,5,2
lavée,f,s,5,2
lavées,f,p,6,2
lavées,f,p,6,2
laxative,f,s,8,3
laxatives,f,p,9,3
laxité,f,s,6,3
layette,f,s,7,2
layettes,f,p,8,2
laîche,f,s,6,1
laîches,f,p,7,1
laïcité,f,s,7,4
lectrice,f,s,8,2
lectrices,f,p,9,2
lecture,f,s,7,2
lectures,f,p,8,2
leggins,f,p,7,2
leghorns,f,p,8,2
leishmaniose,f,s,12,3
lente,f,s,5,1
lente,f,s,5,1
lentes,f,p,6,1
lentes,f,p,6,1
lenteur,f,s,7,2
lenteurs,f,p,8,2
lenticules,f,p,10,3
lentille,f,s,8,2
lentilles,f,p,9,2
lesbienne,f,s,9,2
lesbienne,f,s,9,2
lesbiennes,f,p,10,2
lesbiennes,f,p,10,2
lesdites,f,p,8,2
lesquelles,f,p,10,2
lessive,f,s,7,2
lessives,f,p,8,2
lessiveuse,f,s,10,3
lessiveuses,f,p,11,3
lessivée,f,s,8,3
lestée,f,s,6,2
lestée,f,s,6,2
lestées,f,p,7,2
lestées,f,p,7,2
lettone,f,s,7,2
lettone,f,s,7,2
lettonne,f,s,8,2
lettonnes,f,p,9,2
lettre,f,s,6,1
lettre-clé,f,s,10,2
lettres,f,p,7,1
lettrine,f,s,8,2
lettrines,f,p,9,2
lettrée,f,s,7,2
leucocytaire,f,s,12,4
leucocytose,f,s,11,4
leucoplasie,f,s,11,4
leucopénie,f,s,10,4
leucose,f,s,7,2
leucotomie,f,s,10,4
leucémie,f,s,8,3
leucémies,f,p,9,3
levante,f,s,7,2
levantines,f,p,10,3
leveuse,f,s,7,2
levrette,f,s,8,2
levrettes,f,p,9,2
levure,f,s,6,2
levures,f,p,7,2
levée,f,s,5,2
levée,f,s,5,2
levée,f,s,5,2
levées,f,p,6,2
levées,f,p,6,2
levées,f,p,6,2
lexie,f,s,5,2
leçon,f,s,5,2
leçons,f,p,6,2
liaison,f,s,7,2
liaisons,f,p,8,2
liane,f,s,5,1
lianes,f,p,6,1
liante,f,s,6,1
liasse,f,s,6,1
liasses,f,p,7,1
libanaise,f,s,9,3
libanaise,f,s,9,3
libanaises,f,p,10,3
libanaises,f,p,10,3
libation,f,s,8,3
libations,f,p,9,3
libellule,f,s,9,3
libellules,f,p,10,3
libellée,f,s,8,3
libellées,f,p,9,3
libertine,f,s,9,3
libertine,f,s,9,3
libertines,f,p,10,3
libertines,f,p,10,3
liberté,f,s,7,3
libertés,f,p,8,3
libidinale,f,s,10,4
libidinales,f,p,11,4
libidineuse,f,s,11,4
libidineuses,f,p,12,4
libido,f,s,6,3
librairie,f,s,9,3
librairie-papeterie,f,s,19,7
librairies,f,p,10,3
libre-penseuse,f,s,14,4
libyenne,f,s,8,2
libérale,f,s,8,3
libérale,f,s,8,3
libérales,f,p,9,3
libérales,f,p,9,3
libéralisation,f,s,14,6
libéralité,f,s,10,5
libéralités,f,p,11,5
libération,f,s,10,4
libérations,f,p,11,4
libératoire,f,s,11,4
libératrice,f,s,11,4
libératrice,f,s,11,4
libératrices,f,p,12,4
libératrices,f,p,12,4
libérée,f,s,7,3
libérée,f,s,7,3
libérées,f,p,8,3
libérées,f,p,8,3
lice,f,s,4,1
licence,f,s,7,2
licences,f,p,8,2
licencieuse,f,s,11,3
licencieuses,f,p,12,3
licenciée,f,s,9,3
licenciée,f,s,9,3
licenciée,f,s,9,3
licenciées,f,p,10,3
lices,f,p,5,1
lichette,f,s,8,2
lichettes,f,p,9,2
lichée,f,s,6,2
lichées,f,p,7,2
licites,f,p,7,2
licorne,f,s,7,2
licornes,f,p,8,2
licéité,f,s,7,4
lidocaïne,f,s,9,4
lie,f,s,3,1
lies,f,p,4,1
liesse,f,s,6,1
liesses,f,p,7,1
lieue,f,s,5,1
lieues,f,p,6,1
lieuse,f,s,6,1
liftière,f,s,8,2
liftée,f,s,6,2
liftée,f,s,6,2
liftées,f,p,7,2
liftées,f,p,7,2
ligamentaire,f,s,12,4
ligature,f,s,8,3
ligatures,f,p,9,3
ligaturée,f,s,9,4
ligne,f,s,5,1
lignes,f,p,6,1
ligneuses,f,p,9,2
lignée,f,s,6,2
lignée,f,s,6,2
lignées,f,p,7,2
lignées,f,p,7,2
ligotée,f,s,7,3
ligotée,f,s,7,3
ligotées,f,p,8,3
ligotées,f,p,8,3
ligue,f,s,5,1
ligues,f,p,6,1
ligure,f,s,6,2
liguées,f,p,7,2
liguées,f,p,7,2
liliacées,f,p,9,3
liliacées,f,p,9,3
liliale,f,s,7,2
lilliputienne,f,s,13,4
lilloise,f,s,8,2
limace,f,s,6,2
limaces,f,p,7,2
limaille,f,s,8,2
limande,f,s,7,2
limandes,f,p,8,2
lime,f,s,4,1
limes,f,p,5,1
limette,f,s,7,2
limitation,f,s,10,4
limitations,f,p,11,4
limitative,f,s,10,4
limite,f,s,6,2
limites,f,p,7,2
limitée,f,s,7,3
limitée,f,s,7,3
limitées,f,p,8,3
limitées,f,p,8,3
limonade,f,s,8,3
limonades,f,p,9,3
limonadière,f,s,11,4
limoneuse,f,s,9,3
limoneuses,f,p,10,3
limonière,f,s,9,3
limoselle,f,s,9,3
limousine,f,s,9,3
limousine,f,s,9,3
limousines,f,p,10,3
limousines,f,p,10,3
limpidité,f,s,9,4
limée,f,s,5,2
linaire,f,s,7,2
line,f,s,4,1
lingerie,f,s,8,3
lingeries,f,p,9,3
lingette,f,s,8,2
lingettes,f,p,9,2
lingotière,f,s,10,3
linguale,f,s,8,2
linguistique,f,s,12,3
lingère,f,s,7,2
lingère,f,s,7,2
lingères,f,p,8,2
lingères,f,p,8,2
linotte,f,s,7,2
linottes,f,p,8,2
linotype,f,s,8,3
linotypes,f,p,9,3
lionne,f,s,6,1
lionnes,f,p,7,1
lipase,f,s,6,2
liposuccion,f,s,11,4
liposuccions,f,p,12,4
lipothymie,f,s,10,4
lippe,f,s,5,1
lippes,f,p,6,1
lippue,f,s,6,2
lippues,f,p,7,2
lippées,f,p,7,2
liquette,f,s,8,2
liquettes,f,p,9,2
liqueur,f,s,7,2
liqueurs,f,p,8,2
liquidation,f,s,11,4
liquidations,f,p,12,4
liquidative,f,s,11,4
liquidité,f,s,9,4
liquidités,f,p,10,4
liquidée,f,s,8,3
liquidées,f,p,9,3
liquéfaction,f,s,12,4
liquéfiante,f,s,11,3
liquéfiée,f,s,9,3
liquéfiées,f,p,10,3
lire,f,s,4,1
lires,f,p,5,1
lirette,f,s,7,2
lise,f,s,4,1
liserée,f,s,7,3
lises,f,p,5,1
liseuse,f,s,7,2
liseuse,f,s,7,2
liseuses,f,p,8,2
lisibilité,f,s,10,5
lisière,f,s,7,2
lisières,f,p,8,2
lisse,f,s,5,1
lisses,f,p,6,1
lissée,f,s,6,2
lissées,f,p,7,2
liste,f,s,5,1
listeria,f,,8,3
listes,f,p,6,1
listée,f,s,6,2
listées,f,p,7,2
litanie,f,s,7,3
litanies,f,p,8,3
literie,f,s,7,3
literies,f,p,8,3
lithiase,f,s,8,2
litho,f,s,5,2
lithographie,f,s,12,4
lithographies,f,p,13,4
lithos,f,p,6,2
lithosphère,f,s,11,3
lithotripsie,f,s,12,4
lithuanienne,f,s,12,4
lithuaniennes,f,p,13,3
litigieuse,f,s,10,3
litière,f,s,7,2
litières,f,p,8,2
litorne,f,s,7,2
litote,f,s,6,2
litotes,f,p,7,2
littorale,f,s,9,3
littérale,f,s,9,3
littérales,f,p,10,3
littéralité,f,s,11,5
littérature,f,s,11,4
littératures,f,p,12,4
lituanienne,f,s,11,4
lituaniennes,f,p,12,4
liturgie,f,s,8,3
liturgies,f,p,9,3
litée,f,s,5,2
lividité,f,s,8,4
livoniennes,f,p,11,3
livrables,f,p,9,2
livraison,f,s,9,3
livraisons,f,p,10,3
livresques,f,p,10,2
livreuse,f,s,8,2
livrée,f,s,6,2
livrée,f,s,6,2
livrées,f,p,7,2
livrées,f,p,7,2
livèche,f,s,7,2
liée,f,s,4,1
liée,f,s,4,1
liées,f,p,5,1
liées,f,p,5,1
lobaire,f,s,7,2
lobectomie,f,s,10,4
lobotomie,f,s,9,4
lobotomisée,f,s,11,5
lobée,f,s,5,2
locale,f,s,6,2
locales,f,p,7,2
localisation,f,s,12,5
